dataset,exercise_set,question,answer,grade,min_grade,max_grade,subject,exercise_type,isced_level,language,rubric,desired_answer,metadata
mohler,15,What does a function signature include?,the name of the function and the types of its arguments,5,1.0,5.0,computer_science,short_answer,6,english,,The name of the function and the types of the parameters.,
mohler,15,What does a function signature include?,the function's name and parameters,5,1.0,5.0,computer_science,short_answer,6,english,,The name of the function and the types of the parameters.,
mohler,15,What does a function signature include?,The name of the function and the types of its arguments.,5,1.0,5.0,computer_science,short_answer,6,english,,The name of the function and the types of the parameters.,
mohler,15,What does a function signature include?,The portion of a function prototype that includes the name of the function and the types of its arguments,5,1.0,5.0,computer_science,short_answer,6,english,,The name of the function and the types of the parameters.,
mohler,15,What does a function signature include?,the name of the function and its parameters,5,1.0,5.0,computer_science,short_answer,6,english,,The name of the function and the types of the parameters.,
mohler,15,What does a function signature include?,The function name and parameters,5,1.0,5.0,computer_science,short_answer,6,english,,The name of the function and the types of the parameters.,
mohler,15,What does a function signature include?,name of function and types of arguments,5,1.0,5.0,computer_science,short_answer,6,english,,The name of the function and the types of the parameters.,
mohler,15,What does a function signature include?,"it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. ",5,1.0,5.0,computer_science,short_answer,6,english,,The name of the function and the types of the parameters.,
mohler,16,What is the scope of global variables?,Any functions that follows their deceleration that  are in the source code file are allowed to have access the variables.  Also global scope variables retrain their value throughout the execution of the program.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,Global variables have file scope.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,Global variables have file-scope.  The variable is know to all functions throught the file,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,They have file scope when placed outside a function.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,File scope.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,The scope of global variables is at the file level.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,Global variables all have file scope.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,They can be referenced by any function following their declaration or definition inside the source file.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,Global variables have a file scope,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,The entire program or file.,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,File scope,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,16,What is the scope of global variables?,can be referenced by any function that follows their declarations or definitions in the source file,5,1.0,5.0,computer_science,short_answer,6,english,,File scope.,
mohler,17,How does the compiler handle inline functions?,The inline keyword advises the compiler to copy the function's code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions.,5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"Placing the qualifier inline before a function's return type in the function definition ""advises"" the compiler to generate a copy of the function's code in place to avoid a function call.",5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"It expands a small function out... making your code longer, but also makes it run faster.",4,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"When the program compiles,it will copy the function inplace, avoiding a function call.",5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"It replaces all instances of that function call with the inline code itself, resulting in longer but faster programs.",5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,it treats them as the same function,2,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"Inline functions are copied in place, instead of being referenced.",5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"For inline functions, the compiler creates a copy of the function's code in place so it doesn't have to make a function call and add to the function call stack.",5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,it generates a copy of the function's coding which eliminates calling the function,5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,not answered,0,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"tells the compiler to make a copy of function's code in place to avoid a function call.  it typically ignores it, except for the smallest functions.",5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,2,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"The complier includes copies of inline functions instead of making function calls, but usually only with very small functions.",5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,Compiler generate a copy of the function's code in place (when appropriate) to avoid a function call,5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,"instead of calling the function every time it is invoked, the compiler will replace the function call with a copy of the function body",5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,Expands the function into the program,4,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,it generates a copy of the functions code in place to avoid a function call,5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,17,How does the compiler handle inline functions?,the function call will be replaced by the code that was defined in the inline function,5,1.0,5.0,computer_science,short_answer,6,english,,It makes a copy of the function code in every place where a function call is made.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,Overall the program has better performance (means it is faster) because it does not have to copy large amounts of data.,5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,Passing by reference can eliminate the pass-by-value overhead of copying large amounts of data.,5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,"It is often more efficient to pass references, rather than large objects, to functions. This allows the compiler to pass the address of the object while maintaining the syntax that would have been used to access the object.",5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,"Pass by reference is good for performance reasons, because it can eliminate the pass by value overhead of copying large amounts of data.",5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,You do not alter the original value of the variable that was passed.,3,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,you do not use unessesary memory space to copy variables between functions,5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,It elimitates the need to copy large amonts of data,5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,It is more efficient and it changes the variable not online inside the function but outside so that the new value can be used elsewhere.,3,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,you don't make another copy and waste memory,5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,"Passing by reference eliminates the copying of large amounts of data, typical with pass by value.",5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,"If a function's arguments are large in size, computing time and memory space is not wasted copying down the argument and passing it to the function.  Also pass by reference gives the function called the permission to read edit the argument directly.",5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,The original variable being referenced can be modified directly by the called function.,3,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,Gives the called function the ability to access and modify the caller's argument data directly.,3,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,"large data items can be passed without copying the entire data point, reducing execution time and the amout of memory space needed ",5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,The data can be modified directly instead of making a copy of the data. Improves execution time with large amounts of data.,4,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,It gives access and modify the caller's argument data directly. It eliminate the pass by value overhead of copying large amounts ofdata,5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,"it takes less memory, thus it would make the program faster",4,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,"only the memory address is sent to the function, so no copy of the object sent needs to be made. It makes the function run faster, and saves memory.",5,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,18,What is the main advantage associated with function arguments that are passed by reference?,"Actual arguments are associated with dummy arguments when a function or subroutine is referenced. In a procedure reference, the actual argument list identifies the correspondence between the actual arguments provided in the list and the dummy arguments of the subprogram",3,1.0,5.0,computer_science,short_answer,6,english,,It avoids making copies of large data structures when calling functions.,
mohler,19,How are overloaded functions differentiated by the compiler?,"The compiler selects the proper functions to execute based on number, types and order of arguments in the function call.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"The compiler distinguishes overloaded functions by their signatures. It encodes each function identifier with the number and types of its parameters to generate type-safe linkage, which ensures the proper overloaded function is called.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"Overloaded functions are distinguished by their signatures, Name mangling or name decoration, and type-safe linkage ensures that proper overloaded functions is called and types of the arguments conform to tpes to the parameters.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"The compiler selects proper function to execute based on number, types and order of arguments in the function call.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"It selects the proper function to execute based on number, types and order of arguments in the function call.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"It examines the names, types, and order of arguments on each function.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,unique function signatures,5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"Is based on number, types, and order of arguments in the function call.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"Compiler selects proper function to execute based on number, types and order of arguments in the function call.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,not answered,0,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"The compiler selects the right function to execute from the number, types and order of arguments in the function call.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,it creates a set of candidate functions then a set of viable functions,3,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,their function signature.,5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,The number and type of its parameters.,5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,by their function signature,5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"They are differntiated by number, types and order of arguments in the function call.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"it looks at the number, types, and order of arguments in the function call ",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,The compiler differentiates overloaded functions by their signature.,5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"By the number, types, and order of their arguments",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"Compiler selects proper function to execute based on number, types and order of arguments in the function call.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,"By the number, and the types and order of the  parameters.",5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,19,How are overloaded functions differentiated by the compiler?,by the number and type of arguments,5,1.0,5.0,computer_science,short_answer,6,english,,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","A base case that is the simplest case for a problem so that the function will lead to it, if this does not happen then it will end up as an infinite loop. And a condition to know when to terminate.   ",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?",Infinite recursion can occur when the base case is omitted or the recursion step is written incorrectly so that it never converges on the base case.,5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","Infinite recursion is an infinite loop if the condition is not met.  Either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case causes ""indefinite"" recursion, eventually exhausting memory.  ",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?",Either omitting the base case or writing the recursion step incorrectly so that it does not converge on the base case can cause an infinite recursion.,5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?",Incorrect or missing base case. Must reduce to the base case. The function must get simpler each time it is run (converge to the base case).,5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","If at each recursive call the problem does not diminish or if it does not diminish to a base case, can cause infinite recursion.",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?",Omitting the base case or incorrectly calling the recursive step.,5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","Lack of defining a base case, or writing the recursion step incorrectly so that it does not converge on the base case",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","no base case, or the recursive calls do not converge to the base case",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","No base case, or an incorrectly written recursion step that does not converge on the base case will lead to infinite recursion.",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","If the recursion function never reaches or successfully defines the base case it will recurse forever.  This happens many ways, such as the function doesn't progress towards the base case, or the function is coded poorly and doesn't even contain a base case.",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?"," not creating a base case, or in the case where the base case will never be met.",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","Either omitting the base case, or writing the recursion step incorrectly so the it does not reach the base case can cause infinite recursion.",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?",omitting the base case or writing the recursive call so that it does not converge upon the base case.,5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","Either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","Not having a base case, or building a recursion process that doesn't converge on the base case.",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","Either omitting the base case, or writing the recursion step incorerectly ",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?",no base case or if the programmar does not define the base case as the simplest case and it never gets reached,5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?",No easily reached base case and no base case at all,5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?",function is never allowed to reach the 'base case',5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,20,"When defining a recursive function, what are possible causes for infinite recursion?","it has no base case, or the base case is never met",5,1.0,5.0,computer_science,short_answer,6,english,,"If the recursion step is defined incorrectly, or if the base case is not included.",
mohler,21,What are the similarities between iteration and recursion?,"Both involve a controlled repetition structures, and they both have a termination test.  Also both of them can loop forever. ",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,Both iteration and recursion are based on control statements and involve repetition. They can both also occur indefinitely.,5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,Both are based on a control statement         - Iteration-repetition structure         - Recursion-selection structure        Both involve repetition         -Iteration-explicitly uses repetition structure         -Recursion-repeated function calls        Both involve a termination test         -Iteration-loop-termination test         -Recursion-base case         Both gradually approach termination         -Iteration-modifies counter until loop-termination test fails         -Recursion-produces progressively simpler versions of problem        Both can occur indefinitely         -Iteration-if loop-continuation condition never fails         -Recursion-if recursion step does not simplify the problem,5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"Iteration and recursion have many similarities: both are based on a control statement, involve repetition, involve a termination test, gradually approach termination and can occur infinitely.",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"Both rely on repetition, both have a base case, both can become an infinite loop. Anything recursive can also be solved with iteration.",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,Both are based on a control statement. Both involve repetition. Both involve a termination test. Both gradually approach termination. Both can occur infinitely.,5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"Both are based on a control statement, Both involve repetition, Both involve a termination test, Both gradually approach termination, Both can occur infinitely",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,not answered,0,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"Iteration and recursion both use repetition and perform several simple operations and algorithms successively until they reach a certain limit.  So both involve a termination test to find that limit and both slowly approach that termination limit.  Both are based on a control statement as well.    If coded poorly, both can continue on for forever until the compiler or the computer either locks up, shuts down or halts the operation.",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"both based on control statement, involve repetition, and involve a termination test within loops",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,Both involve a termination test.   They use a control statement and repition to solve the problem.  They can also result in an infinite loop.,5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"based on a control statement, involve repetition, involve a termination test.",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,Both are bases on a control statement. Both involve repetition. Both involve a termination test. Both gradually approach termination. Both can occur infinitely.,5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"both based on a control statement, both involve repitition, both involve a termination test, both gradually approach termination, both can potentially occur infinetly.",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"they are both based on a control statement, both involve repetition, both involve a termination case, both graduatlly approach that termination case, and both can occur infinitely",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"They both use repetition, a control or test to terminate, and both can infinitely repeat if not defined correctly.",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"Both are based on a control statement; both gradually approach termination ending with a termination test; both involve repetition, and can both repeat infinitely if their  termination requirements are not met.",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"both are based on a control statement, involve repetition and involve a termination test. both gradually approach termination, both can occur infinitely",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,Based on control statement;  involve repetition; involve a terminal test; both can occur infinitly,5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,"repetition, termination test, eventually terminate, occur infinately",5,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,21,What are the similarities between iteration and recursion?,both need to have some kind of base case to tell when the loop needs to stop.,3,1.0,5.0,computer_science,short_answer,6,english,,They both involve repetition; they both have termination tests; they can both occur infinitely.,
mohler,22,What are the two different ways of specifying the length of an array?,You can initialize and array by using an initializer list in its declaration or by initializing its size with a constant variable.,5,1.0,5.0,computer_science,short_answer,6,english,,"In the array declaration, or by using an initializer list.",
mohler,22,What are the two different ways of specifying the length of an array?,"One way is to declare a size of the array using a variable that is equal to an integer. The other way, if the size is omitted in the declaration, the compiler determines the size of the array based on the size of the initializer list.",5,1.0,5.0,computer_science,short_answer,6,english,,"In the array declaration, or by using an initializer list.",
mohler,22,What are the two different ways of specifying the length of an array?,"In the declaration (int array [x]) or with an initilizer (int array[]={0,1,2,etc.}",5,1.0,5.0,computer_science,short_answer,6,english,,"In the array declaration, or by using an initializer list.",
mohler,22,What are the two different ways of specifying the length of an array?,"1. Declare the length of the array (int array[10];) 2. Initialize the array (int array[] = {0, 1, 2, 3}; //compiler will assume size of 4)",5,1.0,5.0,computer_science,short_answer,6,english,,"In the array declaration, or by using an initializer list.",
mohler,22,What are the two different ways of specifying the length of an array?,"Array lengths can be explicitly specified by inputing the number of elements between the brackets [ ] during declaration, or implicitly by including an initializer list WITHOUT specifying a number between [ ], the compiler will automatically declare the array with the proper number of elements needed for the list. ",5,1.0,5.0,computer_science,short_answer,6,english,,"In the array declaration, or by using an initializer list.",
mohler,22,What are the two different ways of specifying the length of an array?,"statically, using {} and dynamically, using []",4,1.0,5.0,computer_science,short_answer,6,english,,"In the array declaration, or by using an initializer list.",
mohler,22,What are the two different ways of specifying the length of an array?,manually inside the brackets or automatically via an initializer list,5,1.0,5.0,computer_science,short_answer,6,english,,"In the array declaration, or by using an initializer list.",
